Monomer A1 type,Monomer A2 type,A1/A2 ratio,"Monomer A concentration, wt%",Monomer B type,"Monomer B concentration, wt%",Organic solvent type, Additive X1 type in aqueous phase,"Additive X1 concentration, wt%", Additive X2 type in aqueous phase,"Additive X2 concentration, wt%",Aqueous phase pH, Additive Y type in organic  phase,"Additive Y concentration, wt%",Nanomaterials type in aqueous phase,"Nanomaterials loading in aqueous phase, wt%",Nanomaterials type in organic phase,"Nanomaterials loading in organnic phase, wt%",Nanomateials morphology,"Polymerization time, s","Heat curing time, min","Heat curing termperature, degree",Substrate membrane type,substrate membrane pore size,"Transmembrane presurre, bar","NaCl concentration, ppm","MgSO4 concentratin, ppm","Na2SO4 concentration, ppm","MgCl2 concentration, ppm","CaCl2 Concentration, ppm","Permeability, LMH/bar","NaCl rejection, %","Mg2SO4 rejection, %","Na2SO4 rejection, %","MgCl2 rejection, %","CaCl2 rejection, %",Literature DOI
Piperazine,"3,5-diaminobenzoic acid",39,2,trimesoyl chloride (265.5),0.3,hexane,,,,,,,,,,,,,10,,,60,,4.5,585,,,,,,42,,,,,10.1016/j.memsci.2005.01.021
Piperazine,"3,5-diaminobenzoic acid",39,2,trimesoyl chloride (265.5),0.075,hexane,,,,,,,,,,,,,30,,,60,,4.5,585,,,,,,30,,,,,10.1016/j.memsci.2005.01.021
Piperazine,"3,5-diaminobenzoic acid",39,2,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,,,,,,30,,,60,,4.5,585,,,,,,35,,,,,10.1016/j.memsci.2005.01.021
Piperazine,"3,5-diaminobenzoic acid",39,2,trimesoyl chloride (265.5),0.225,hexane,,,,,,,,,,,,,30,,,60,,4.5,585,,,,,,36,,,,,10.1016/j.memsci.2005.01.021
Piperazine,"3,5-diaminobenzoic acid",39,2,trimesoyl chloride (265.5),0.3,hexane,,,,,,,,,,,,,30,,,60,,4.5,585,,,,,,44,,,,,10.1016/j.memsci.2005.01.021
Piperazine,,,0.35,trimesoyl chloride (265.5),0.3,hexane,,,,,12,,,,,,,,60,15,50,67,35,6,1000,1000,1000,,,5.87,36.8,83.8,98.5,,,10.1016/j.memsci.2017.11.057
Piperazine,,,0.35,trimesoyl chloride (265.5),0.3,hexane,,,,,12,,,zwitterionic nanogels,0.0175,,,fiber,60,15,50,67,35,6,1000,,1000,,,7.5,30,,98.5,,,10.1016/j.memsci.2017.11.057
Piperazine,,,0.35,trimesoyl chloride (265.5),0.3,hexane,,,,,12,,,zwitterionic nanogels,0.035,,,fiber,60,15,50,67,35,6,1000,1000,1000,,,10.63,31.6,84.7,97.8,,,10.1016/j.memsci.2017.11.057
Piperazine,,,0.35,trimesoyl chloride (265.5),0.3,hexane,,,,,12,,,zwitterionic nanogels,0.07,,,fiber,60,15,50,67,35,6,1000,,1000,,,9.17,25,,98.5,,,10.1016/j.memsci.2017.11.057
Piperazine,,,0.35,trimesoyl chloride (265.5),0.3,hexane,,,,,12,,,zwitterionic nanogels,0.105,,,fiber,60,15,50,67,35,6,1000,,1000,,,8,25,,98.3,,,10.1016/j.memsci.2017.11.057
Piperazine,,,0.35,trimesoyl chloride (265.5),0.3,hexane,,,,,12,,,,,,,,60,15,50,68,20,6,1000,1000,1000,,,7.12,31,93,98.5,,,10.1016/j.seppur.2018.05.048
Piperazine,,,0.35,trimesoyl chloride (265.5),0.3,hexane,,,,,12,,,N-aminoethyl piperazine propane sulfonate (AEPPS) modified multi-walled carbon nanotube,0.01,,,tube,60,15,50,68,20,6,,,1000,,,11,,,95,,,10.1016/j.seppur.2018.05.048
Piperazine,,,0.35,trimesoyl chloride (265.5),0.3,hexane,,,,,12,,,N-aminoethyl piperazine propane sulfonate (AEPPS) modified multi-walled carbon nanotube,0.02,,,tube,60,15,50,68,20,6,,,1000,,,11.9,,,95,,,10.1016/j.seppur.2018.05.048
Piperazine,,,0.35,trimesoyl chloride (265.5),0.3,hexane,,,,,12,,,N-aminoethyl piperazine propane sulfonate (AEPPS) modified multi-walled carbon nanotube,0.03,,,tube,60,15,50,68,20,6,1000,1000,1000,,,12.73,19,93,98,,,10.1016/j.seppur.2018.05.048
Piperazine,,,0.35,trimesoyl chloride (265.5),0.3,hexane,,,,,12,,,N-aminoethyl piperazine propane sulfonate (AEPPS) modified multi-walled carbon nanotube,0.04,,,tube,60,15,50,68,20,6,,,1000,,,10.27,,,92,,,10.1016/j.seppur.2018.05.048
Piperazine,,,1,trimesoyl chloride (265.5),0.05,hexane,,,Na3PO4,0.6,,,,,,,,,60,10,50,69,,3,584.4,1203.66,1420.4,,,6.77,25,90.7,91.1,,,10.1016/j.desal.2018.07.023
Piperazine,,,0.8,trimesoyl chloride (265.5),0.05,hexane,hydroxypropyl-β-cyclodextrins,0.2,Na3PO5,0.6,,,,,,,,,60,10,50,69,,3,584.4,1203.66,1420.4,,,7.43,22.8,95.7,96.3,,,10.1016/j.desal.2018.07.023
Piperazine,,,0.6,trimesoyl chloride (265.5),0.05,hexane,hydroxypropyl-β-cyclodextrins,0.4,Na3PO6,0.6,,,,,,,,,60,10,50,69,,3,584.4,1203.66,1420.4,,,7.77,21.7,96.1,96.7,,,10.1016/j.desal.2018.07.023
Piperazine,,,0.5,trimesoyl chloride (265.5),0.05,hexane,hydroxypropyl-β-cyclodextrins,0.5,Na3PO7,0.6,,,,,,,,,60,10,50,69,,3,584.4,1203.66,1420.4,,,9.77,21.9,96.5,97.8,,,10.1016/j.desal.2018.07.023
Piperazine,,,0.4,trimesoyl chloride (265.5),0.05,hexane,hydroxypropyl-β-cyclodextrins,0.6,Na3PO8,0.6,,,,,,,,,60,10,50,69,,3,584.4,1203.66,1420.4,,,10.57,21.1,94.9,96.2,,,10.1016/j.desal.2018.07.023
Piperazine,,,0.2,trimesoyl chloride (265.5),0.05,hexane,hydroxypropyl-β-cyclodextrins,0.8,Na3PO9,0.6,,,,,,,,,60,10,50,69,,3,584.4,1203.66,1420.4,,,13.4,20.4,83.3,89.6,,,10.1016/j.desal.2018.07.023
Piperazine,,,0.1,trimesoyl chloride (265.5),0.05,hexane,hydroxypropyl-β-cyclodextrins,0.9,Na3PO10,0.6,,,,,,,,,60,10,50,69,,3,584.4,1203.66,1420.4,,,20.17,17.4,74,81.3,,,10.1016/j.desal.2018.07.023
Piperazine,Bisphenol F,0.43,1,trimesoyl chloride (265.5),0.225,hexane,,,NaOH,0.07,,,,,,,,,15,3,80,71,30,6,2000,2000,2000,,,15,40,95,97.2,,,10.1016/j.seppur.2019.115718
Piperazine,Bisphenol F,0.43,1,trimesoyl chloride (265.5),0.225,hexane,Beta-cyclodextrin,0.25,NaOH,0.07,,,,,,,,,15,3,80,71,30,6,2000,2000,2000,,,25,22,80,97,,,10.1016/j.seppur.2019.115718
Piperazine,,,2,trimesoyl chloride (265.5),0.189,hexane,,,,,,,,,,,,,,,,40,,5,1500,,1500,1500,,,39,,90,61,,doi.org/10.1016/j.jhazmat.2017.09.016
Piperazine,,,2,trimesoyl chloride (265.5),0.189,hexane,,,,,,,,,,,,,,,,40,,5,,,,,,,,,,,,doi.org/10.1016/j.jhazmat.2017.09.016
Piperazine,,,2,trimesoyl chloride (265.5),0.189,hexane,,,,,,,,,,,,,,,,40,,5,,,,,,,,,,,,doi.org/10.1016/j.jhazmat.2017.09.016
Piperazine,,,2,trimesoyl chloride (265.5),0.189,hexane,,,,,,,,,,,,,,,,40,,5,,,,,,,,,,,,doi.org/10.1016/j.jhazmat.2017.09.016
Piperazine,,,2,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,,,,,,30,30,22,76,20,7,2000,2000,2000,,,3.7,36,97,98,,,10.1016/j.desal.2014.10.036
Piperazine,"2,2′-Oxybis-ethylamine",2,2,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,,,,,,30,30,22,76,20,7,2000,2000,2000,,,4,35,85,98,,,10.1016/j.desal.2014.10.036
Piperazine,"2,2′-Oxybis-ethylamine",0.82,2,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,,,,,,30,30,22,76,20,7,2000,2000,2000,,,4.8,33,74,85,,,10.1016/j.desal.2014.10.036
Piperazine,,,1.6,trimesoyl chloride (265.5),0.35,hexane,sodum dodecyl sulfate,0.15,tetraethylammonium chloride,2.6,,,,,,,,,,,,78,50,3.5,500,2000,,,,7.4,37,17,95,,,10.1016/j.memsci.2014.03.074
Piperazine,,,1.6,trimesoyl chloride (265.5),0.35,hexane,sodum dodecyl sulfate,0.15,tetrabutylammonium bromide ,4.84,,,,,,,,,,,,78,50,3.5,500,2000,,,,6.3,47,23,98,,,10.1016/j.memsci.2014.03.074
Piperazine,,,1.6,trimesoyl chloride (265.5),0.35,hexane,sodum dodecyl sulfate,0.15,benzyltrimethylammoniumchloride ,3.16,,,,,,,,,,,,78,50,3.5,500,2000,,,,7.5,45,21,97,,,10.1016/j.memsci.2014.03.074
Piperazine,,,1.6,trimesoyl chloride (265.5),0.35,hexane,sodum dodecyl sulfate,0.15,benzyltriethylammonium chloride,4,,,,,,,,,,,,78,50,3.5,500,2000,,,,6.6,46,22,97,,,10.1016/j.memsci.2014.03.074
Piperazine,,,1.6,trimesoyl chloride (265.5),0.35,hexane,sodum dodecyl sulfate,0.15,dodecyltrimethylammonium chloride ,4.28,,,,,,,,,,,,78,50,3.5,500,2000,,,,6.4,32,15,93,,,10.1016/j.memsci.2014.03.074
Piperazine,Triethylamine,0.3,2.6,trimesoyl chloride (265.5),0.267,Isoparaphin-G,sodum dodecyl sulfate,0.01,,,,,,,,,,,40,5,70,83,60,5,500,,500,,,5.5,63.5,,98.2,,,10.1016/j.desal.2012.09.011
Piperazine,Triethylamine,0.3,2.6,trimesoyl chloride (265.5),0.26,Isoparaphin-G,sodum dodecyl sulfate,0.01,,,,"naphthalene-1,3,6-trisufonylchloride ",0.07,,,,,,40,5,70,83,60,5,500,,500,,,6.5,60.8,,98.5,,,10.1016/j.desal.2012.09.011
Piperazine,Triethylamine,0.3,2.6,trimesoyl chloride (265.5),0.253,Isoparaphin-G,sodum dodecyl sulfate,0.01,,,,"naphthalene-1,3,6-trisufonylchloride ",0.14,,,,,,40,5,70,83,60,5,500,,500,,,7.5,57.6,,98.7,,,10.1016/j.desal.2012.09.011
Piperazine,Triethylamine,0.3,2.6,trimesoyl chloride (265.5),0.246,Isoparaphin-G,sodum dodecyl sulfate,0.01,,,,"naphthalene-1,3,6-trisufonylchloride ",0.21,,,,,,40,5,70,83,60,5,500,,500,,,8.4,56.5,,98.4,,,10.1016/j.desal.2012.09.011
Piperazine,Triethylamine,0.3,2.6,trimesoyl chloride (265.5),0.239,Isoparaphin-G,sodum dodecyl sulfate,0.01,,,,"naphthalene-1,3,6-trisufonylchloride ",0.28,,,,,,40,5,70,83,60,5,500,,500,,,9.2,53.2,,98,,,10.1016/j.desal.2012.09.011
Piperazine,Triethylamine,0.3,2.6,trimesoyl chloride (265.5),0.233,Isoparaphin-G,sodum dodecyl sulfate,0.01,,,,"naphthalene-1,3,6-trisufonylchloride ",0.35,,,,,,40,5,70,83,60,5,500,,500,,,10.6,51.5,,97.8,,,10.1016/j.desal.2012.09.011
Piperazine,,,1.6,trimesoyl chloride (265.5),0.35,hexane,sodum dodecyl sulfate,0.15,tetraethylammonium chloride,2.6,,,,,,,,,20,3,50,84,40,3.5,500,2000,,,,6,40,96,,,,10.1016/j.desal.2012.10.038
Piperazine,,,1.6,trimesoyl chloride (265.5),0.35,hexane,sodum dodecyl sulfate,0.15,tetrabutyl- ammonium bromide,4.85,,,,,,,,,20,3,50,84,40,3.5,500,2000,,,,7.6,47,97,,,,10.1016/j.desal.2012.10.038
Piperazine,,,1.6,trimesoyl chloride (265.5),0.35,hexane,sodum dodecyl sulfate,0.15,1-butyl-3-methylimidazolium chloride,2.78,,,,,,,,,20,3,50,84,40,3.5,500,2000,,,,9.1,46,98,,,,10.1016/j.desal.2012.10.038
Piperazine,,,1,trimesoyl chloride (265.5),0.194,cyclohexane ,sodium hydroxide,0.2,,,,,,,,,,,60,30,70,93,,6,,,710,,,4,,,86,,,10.1016/j.memsci.2012.10.053
Piperazine,,,1,trimesoyl chloride (265.5),0.194,cyclohexane ,sodium hydroxide,0.2,,,,,, mesoporous silica nanoparticles ,0.02,,,sphere,60,30,70,93,,6,,,710,,,5,,,81,,,10.1016/j.memsci.2012.10.053
Piperazine,,,1,trimesoyl chloride (265.5),0.194,cyclohexane ,sodium hydroxide,0.2,,,,,, mesoporous silica nanoparticles ,0.03,,,sphere,60,30,70,93,,6,342,602,710,376,,5.4,38,40,80,15,,10.1016/j.memsci.2012.10.053
Piperazine,,,1,trimesoyl chloride (265.5),0.194,cyclohexane ,sodium hydroxide,0.2,,,,,, mesoporous silica nanoparticles ,0.04,,,sphere,60,30,70,93,,6,,,710,,,5.2,,,75,,,10.1016/j.memsci.2012.10.053
Piperazine,,,1,trimesoyl chloride (265.5),0.194,cyclohexane ,sodium hydroxide,0.2,,,,,, mesoporous silica nanoparticles ,0.05,,,sphere,60,30,70,93,,6,,,710,,,5.2,,,74,,,10.1016/j.memsci.2012.10.053
Piperazine,,,1,trimesoyl chloride (265.5),0.194,cyclohexane ,sodium hydroxide,0.2,,,,,, mesoporous silica nanoparticles ,0.07,,,sphere,60,30,70,93,,6,,,710,,,5,,,71,,,10.1016/j.memsci.2012.10.053
Piperazine,,,1,trimesoyl chloride (265.5),0.1,hexane,,,,,,,,,,,,,60,,,86,,3,,,2000,,,14,,,95,,,10.1016/j.memsci.2008.10.033
Piperazine,,,1,trimesoyl chloride (265.5),0.15,cyclohexane ,,,,,,,,,,,,,30,,,87,,10,1000,1000,1000,1000,,7.4,31,86,97,18,,10.1016/j.apsusc.2012.05.153
Piperazine,,,0.35,trimesoyl chloride (265.5),0.2,hexane,,,,,,,,,,,,,60,15,50,88,20,6,1000,1000,,,,4.2,30,90,,,,10.1016/j.memsci.2012.12.043
Piperazine,N-aminoethyl piperazine propane sulfonate,2,0.35,trimesoyl chloride (265.5),0.2,hexane,,,,,,,,,,,,,60,15,50,88,20,6,1000,1000,,,,4.8,29,92,,,,10.1016/j.memsci.2012.12.043
Piperazine,N-aminoethyl piperazine propane sulfonate,1,0.35,trimesoyl chloride (265.5),0.2,hexane,,,,,,,,,,,,,60,15,50,88,20,6,1000,1000,,,,6.5,28,91,,,,10.1016/j.memsci.2012.12.043
Piperazine,N-aminoethyl piperazine propane sulfonate,0.5,0.35,trimesoyl chloride (265.5),0.2,hexane,,,,,,,,,,,,,60,15,50,88,20,6,1000,1000,,,,7.4,27,91,,,,10.1016/j.memsci.2012.12.043
Piperazine,N-aminoethyl piperazine propane sulfonate,0.33,0.35,trimesoyl chloride (265.5),0.2,hexane,,,,,,,,,,,,,60,15,50,88,20,6,1000,1000,,,,7.5,27,91,,,,10.1016/j.memsci.2012.12.043
Piperazine,,,0.2,trimesoyl chloride (265.5),0.46,toluene,,,,,,,,,,poly (methyl methacrylate) grafted multi-walled carbon nanotube,0,tube,60,10,80,95,30,10,2000,2000,2000,2000,,4.3,35,92,97,45,,10.1016/j.memsci.2013.04.018
Piperazine,,,0.2,trimesoyl chloride (265.5),0.46,toluene,,,,,,,,,,poly (methyl methacrylate) grafted multi-walled carbon nanotube,0.8,tube,60,10,80,95,30,10,2000,2000,2000,2000,,7,43,95,98,53,,10.1016/j.memsci.2013.04.018
Piperazine,,,0.2,trimesoyl chloride (265.5),0.46,toluene,,,,,,,,,,poly (methyl methacrylate) grafted multi-walled carbon nanotube,0.38,tube,60,10,80,95,30,10,2000,2000,2000,2000,,4.9,38,93,98,48,,10.1016/j.memsci.2013.04.018
Piperazine,,,0.2,trimesoyl chloride (265.5),0.46,toluene,,,,,,,,,,poly (methyl methacrylate) grafted multi-walled carbon nanotube,3.09,tube,60,10,80,95,30,10,2000,2000,2000,2000,,4.7,29,73,85,35,,10.1016/j.memsci.2013.04.018
Piperazine,,,0.2,trimesoyl chloride (265.5),0.46,toluene,,,,,,,,,,poly (methyl methacrylate) grafted multi-walled carbon nanotube,4.62,tube,60,10,80,95,30,10,2000,2000,2000,2000,,2.5,28,65,74,35,,10.1016/j.memsci.2013.04.018
Piperazine,,,0.2,trimesoyl chloride (265.5),0.27,Isoparaphin-G,sodum dodecyl sulfate,0.05,,,10,,,,,,,,20,10,80,99,,5,,2000,,,,3.8,,88,,,,10.1016/j.apsusc.2014.11.031
Piperazine,,,0.2,trimesoyl chloride (265.5),0.27,Isoparaphin-G,sodum dodecyl sulfate,0.05,,,10,,,,,,,,20,10,80,99,,7.5,,2000,,,,4.8,,91,,,,10.1016/j.apsusc.2014.11.031
Piperazine,,,0.2,trimesoyl chloride (265.5),0.27,Isoparaphin-G,sodum dodecyl sulfate,0.05,,,10,,,,,,,,20,10,80,99,,10,,2000,,,,5,,91,,,,10.1016/j.apsusc.2014.11.031
Piperazine,,,0.2,trimesoyl chloride (265.5),0.27,Isoparaphin-G,sodum dodecyl sulfate,0.05,,,10,,,,,,,,20,10,80,99,,12,,2000,,,,5.2,,92,,,,10.1016/j.apsusc.2014.11.031
Piperazine,,,0.2,trimesoyl chloride (265.5),0.27,Isoparaphin-G,sodum dodecyl sulfate,0.05,,,10,,,,,silica nanoparticle,0.05,sphere,20,10,80,99,,5,,2000,,,,4.5,,95,,,,10.1016/j.apsusc.2014.11.031
Piperazine,,,0.2,trimesoyl chloride (265.5),0.27,Isoparaphin-G,sodum dodecyl sulfate,0.05,,,10,,,,,silica nanoparticle,0.05,sphere,20,10,80,99,,7.5,,2000,,,,5.5,,95,,,,10.1016/j.apsusc.2014.11.031
Piperazine,,,0.2,trimesoyl chloride (265.5),0.27,Isoparaphin-G,sodum dodecyl sulfate,0.05,,,10,,,,,silica nanoparticle,0.05,sphere,20,10,80,99,,10,,2000,,,,5.4,,95,,,,10.1016/j.apsusc.2014.11.031
Piperazine,,,0.2,trimesoyl chloride (265.5),0.27,Isoparaphin-G,sodum dodecyl sulfate,0.05,,,10,,,,,silica nanoparticle,0.05,sphere,20,10,80,99,,12,,2000,,,,5.6,,96,,,,10.1016/j.apsusc.2014.11.031
Piperazine,,,0.88,"Naphthalene-1,3,6-trisulfonylchloride (423.7)",0.037,Isoparaphin-G,sodum dodecyl sulfate,0.01,triethylamine,,,,,,,,,,480,10,95,101,60,5,,,500,,,5.6,,,65.6,,,10.1016/j.memsci.2012.04.043
Piperazine,,,1.76,"Naphthalene-1,3,6-trisulfonylchloride (423.7)",0.037,Isoparaphin-G,sodum dodecyl sulfate,0.01,triethylamine,,,,,,,,,,480,10,95,101,60,5,,,500,,,3.7,,,70,,,10.1016/j.memsci.2012.04.043
Piperazine,,,2.64,"Naphthalene-1,3,6-trisulfonylchloride (423.7)",0.037,Isoparaphin-G,sodum dodecyl sulfate,0.01,triethylamine,,,,,,,,,,480,10,95,101,60,5,,,500,,,4.9,,,62.5,,,10.1016/j.memsci.2012.04.043
Piperazine,,,1.76,"Naphthalene-1,3,6-trisulfonylchloride (423.7)",0.04,Isoparaphin-G,sodum dodecyl sulfate,0.01,triethylamine,,,,,,,,,,480,10,95,101,60,5,,,500,,,2.9,,,77.5,,,10.1016/j.memsci.2012.04.043
Piperazine,,,1.76,"Naphthalene-1,3,6-trisulfonylchloride (423.7)",0.043,Isoparaphin-G,sodum dodecyl sulfate,0.01,triethylamine,,,,,,,,,,480,10,95,101,60,5,,,500,,,2.1,,,78,,,10.1016/j.memsci.2012.04.043
Piperazine,,,1.76,"Naphthalene-1,3,6-trisulfonylchloride (423.7)",0.04,Isoparaphin-G,sodum dodecyl sulfate,0.01,triethylamine,,,,,,,,,,480,10,95,101,60,5,,,500,,,4.5,,,83.5,,,10.1016/j.memsci.2012.04.043
Piperazine,,,1.76,"Naphthalene-1,3,6-trisulfonylchloride (423.7)",0.04,Isoparaphin-G,sodum dodecyl sulfate,0.01,triethylamine,,,,,,,,,,480,10,95,101,60,5,,,500,,,4.1,,,80.2,,,10.1016/j.memsci.2012.04.043
Piperazine,,,1.76,"Naphthalene-1,3,6-trisulfonylchloride (423.7)",0.04,Isoparaphin-G,sodum dodecyl sulfate,0.01,triethylamine,,,thylene glycol monomethyl ether,,,,,,,480,10,95,101,60,5,500,500,500,500,,5.7,50.5,70.8,86.5,42.5,,10.1016/j.memsci.2012.04.043
Piperazine,,,1.76,"Naphthalene-1,3,6-trisulfonylchloride (423.7)",0.04,Isoparaphin-G,sodum dodecyl sulfate,0.01,triethylamine,,,thylene glycol monomethyl ether,,,,,,,480,10,95,101,60,5,,,500,,,6.1,,,82,,,10.1016/j.memsci.2012.04.043
Piperazine,,,0.69,trimesoyl chloride (265.5),0.3,toluene,,,,,11.5,,,,,,,,120,15,60,103,30,6,1000,,1000,,,3.5,38,,94,,,10.1039/C5RA18640D
Piperazine,,,2,trimesoyl chloride (265.5),0.15,hexane,triethylamine,0.4,,,,,,,,,,,60,,,105,17,3,2000,2000,2000,,,8.3,33.8,94.7,96.7,,,10.2166/wrd.2014.059
Piperazine,,,2,trimesoyl chloride (265.5),0.15,hexane,triethylamine,0.4,dimethyl sulfoxide,2,,,,,,,,,60,,,105,17,3,2000,2000,2000,,,9,32.1,93.9,96.1,,,10.2166/wrd.2014.059
Piperazine,,,2,trimesoyl chloride (265.5),0.15,hexane,triethylamine,0.4,dimethyl sulfoxide,4,,,,,,,,,60,,,105,17,3,2000,2000,2000,,,10.5,33.1,94.3,96.1,,,10.2166/wrd.2014.059
Piperazine,,,2,trimesoyl chloride (265.5),0.15,hexane,triethylamine,0.4,dimethyl sulfoxide,6,,,,,,,,,60,,,105,17,3,2000,2000,2000,,,12.2,31.9,93.4,95.8,,,10.2166/wrd.2014.059
Piperazine,,,2,trimesoyl chloride (265.5),0.15,hexane,triethylamine,0.4,dimethyl sulfoxide,8,,,,,,,,,60,,,105,17,3,2000,2000,2000,,,12.7,23.9,81.7,87.2,,,10.2166/wrd.2014.059
Piperazine,,,2,trimesoyl chloride (265.5),0.15,hexane,triethylamine,0.4,dimethyl sulfoxide,10,,,,,,,,,60,,,105,17,3,2000,2000,2000,,,13.2,17.8,72.6,81.7,,,10.2166/wrd.2014.059
Piperazine,,,1,trimesoyl chloride (265.5),0.11,hexane,,,,,,,,,,,,,10,5,70,108,20,10,1000,,1000,,,7.8,15,,75,,,10.1016/j.memsci.2010.12.048
Piperazine,,,1,trimesoyl chloride (265.5),0.11,hexane,,,,,,,,,,,,,20,5,70,108,20,10,1000,,1000,,,7.5,17,,78,,,10.1016/j.memsci.2010.12.048
Piperazine,,,1,trimesoyl chloride (265.5),0.11,hexane,,,,,,,,,,,,,40,5,70,108,20,10,1000,,1000,,,6,19,,79,,,10.1016/j.memsci.2010.12.048
Piperazine,,,1,trimesoyl chloride (265.5),0.11,hexane,,,,,,,,,,,,,60,5,70,108,20,10,1000,,1000,,,5.8,20,,88,,,10.1016/j.memsci.2010.12.048
Piperazine,,,1,trimesoyl chloride (265.5),0.11,hexane,,,,,,,,,,,,,70,5,70,108,20,10,1000,,1000,,,5,25,,85,,,10.1016/j.memsci.2010.12.048
Piperazine,,,1,trimesoyl chloride (265.5),0.11,hexane,,,,,,,,,,,,,150,5,70,108,20,10,1000,,1000,,,4.1,32,,72,,,10.1016/j.memsci.2010.12.048
Piperazine,,,0.75,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,,,,,,60,5,60,96,100,5,584.4,,1420.4,952.11,1109.8,5.6,47,,97.8,78.9,71,10.1016/j.memsci.2018.11.013
Piperazine,"3,5-diaminobenzoic acid",2.33,0.75,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,,,,,,60,5,60,96,100,5,,,,952.11,,7.4,,,,65,,10.1016/j.memsci.2018.11.013
Piperazine,"3,5-diaminobenzoic acid",1,0.75,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,,,,,,60,5,60,96,100,5,584.4,,1420.4,952.11,1109.8,6.4,48.7,,98,32,25.8,10.1016/j.memsci.2018.11.013
Piperazine,"3,5-diaminobenzoic acid",0.43,0.75,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,,,,,,60,5,60,96,100,5,,,,952.11,,1,,,,28,,10.1016/j.memsci.2018.11.013
Piperazine,,,1,trimesoyl chloride (265.5),0.15,hexane,triethylamine,0.5,sodium hydroxide,0.15,,,,,,,,,30,2,22,97,300,6.9,116.88,,284.04,,221.96,10,71,,95,,25,10.1021/acs.est.8b01040
Piperazine,,,1,trimesoyl chloride (265.5),0.15,hexane,triethylamine,0.5,sodium hydroxide,0.15,,,,,,,,,30,2,22,97,300,6.9,584.4,,1420.2,,1109.8,10,65,,95,,40,10.1021/acs.est.8b01040
Piperazine,"4,4′-bipiperidyl dihydrochloride",1,1,trimesoyl chloride (265.5),0.15,hexane,triethylamine,0.5,sodium hydroxide,0.15,,,,,,,,,30,2,22,97,300,6.9,116.88,,284.04,,221.96,12.5,50,,88,,10,10.1021/acs.est.8b01040
Piperazine,"4,4′-bipiperidyl dihydrochloride",1,1,trimesoyl chloride (265.5),0.15,hexane,triethylamine,0.5,sodium hydroxide,0.15,,,,,,,,,30,2,22,97,300,6.9,584.4,,1420.2,,1109.8,12.5,30,,90,,12.5,10.1021/acs.est.8b01040
Piperazine,,,1,trimesoyl chloride (265.5),0.4,hexane,,,,,11,,,,,,,,120,5,70,98,150,6,2000,2000,2000,,,10.3,16.19,98.4,98.4,,,10.1021/acs.est.8b04102
Piperazine,,,1,trimesoyl chloride (265.5),0.4,hexane,,,,,11,,,cellulose nanocrystal,0.001,,,rodlike,120,5,70,98,150,6,2000,2000,2000,,,12.86,18.13,98.5,98.6,,,10.1021/acs.est.8b04102
Piperazine,,,1,trimesoyl chloride (265.5),0.4,hexane,,,,,11,,,cellulose nanocrystal,0.005,,,rodlike,120,5,70,98,150,6,2000,2000,2000,,,14.1,20.67,98.6,98.7,,,10.1021/acs.est.8b04102
Piperazine,,,1,trimesoyl chloride (265.5),0.4,hexane,,,,,11,,,cellulose nanocrystal,0.02,,,rodlike,120,5,70,98,150,6,2000,2000,2000,,,16.45,22.7,98.7,98.7,,,10.1021/acs.est.8b04102
Piperazine,,,2,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,,,,,,60,10,90,12,20,6,,,1000,,,1.04,,,40,,,10.1039/C9EW00963A
Piperazine,,,2,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,cellulose nanocrystal,0.01,,,rodlike,60,10,90,12,20,6,,,1000,,,2.17,,,65,,,10.1039/C9EW00963A
Piperazine,,,2,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,cellulose nanocrystal,0.05,,,rodlike,60,10,90,12,20,6,,,1000,,,2.21,,,75,,,10.1039/C9EW00963A
Piperazine,,,2,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,cellulose nanocrystal,0.1,,,rodlike,60,10,90,12,20,6,,,1000,,,3.83,,,72.5,,,10.1039/C9EW00963A
Piperazine,,,2,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,,,,,,60,10,90,12,20,8,,,1000,,,1.09,,,45,,,10.1039/C9EW00963A
Piperazine,,,2,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,cellulose nanocrystal,0.01,,,rodlike,60,10,90,12,20,8,,,1000,,,1.88,,,73,,,10.1039/C9EW00963A
Piperazine,,,2,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,cellulose nanocrystal,0.05,,,rodlike,60,10,90,12,20,8,,,1000,,,2.19,,,83,,,10.1039/C9EW00963A
Piperazine,,,2,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,cellulose nanocrystal,0.1,,,rodlike,60,10,90,12,20,8,,,1000,,,3.28,,,80,,,10.1039/C9EW00963A
